warm,autism1,gmo1,ftblack,ftwhite,fthisp,ftasian,ftmuslim
1,-1,-1,5,3,7,1,0
1,2,1,50,50,50,50,50
1,-1,-1,77,81,66,76,80
1,2,1,50,50,50,50,50
2,2,2,49,50,50,50,48
1,-1,-1,63,73,55,53,56
2,-1,-1,57,41,62,59,2
1,2,2,75,76,75,76,40
1,2,1,50,50,85,50,50
1,-1,-1,38,29,37,64,75
1,2,1,56,59,59,72,57
1,-1,-1,94,9,76,50,68
1,-1,-1,0,75,20,70,15
1,-1,-1,100,100,100,100,100
2,-1,-1,88,96,85,97,88
1,-1,-1,40,60,45,55,35
1,2,1,100,100,100,100,100
2,2,2,50,39,97,66,25
1,-1,-1,85,72,93,76,82
1,2,1,50,50,50,55,45
1,-1,-1,96,95,90,97,97
2,-1,-1,49,4,47,70,97
2,2,2,10,6,8,6,23
1,2,1,68,68,68,68,50
2,2,1,61,58,53,66,60
2,2,2,87,78,87,80,64
2,2,2,3,3,5,6,6
1,2,1,69,58,20,16,9
1,-1,-1,53,50,48,59,50
2,-1,-1,46,54,85,12,9
1,-1,-1,92,91,96,91,91
1,1,2,88,66,77,63,84
2,2,2,54,86,57,50,48
1,1,2,100,74,98,73,63
1,-1,-1,39,11,45,45,28
2,2,2,58,31,12,47,28
2,-1,-1,51,76,49,63,45
1,1,2,84,56,69,16,34
1,1,2,75,75,88,71,71
1,1,2,50,50,49,50,50
2,-1,-1,56,59,66,60,63
1,2,1,100,100,100,100,0
1,-1,-1,84,96,38,55,93
1,2,2,49,40,100,52,51
1,-1,-1,81,82,98,82,84
1,1,1,86,22,41,19,57
2,-1,-1,46,43,52,53,44
1,2,2,50,50,50,51,52
2,2,1,88,100,89,88,0
1,-1,-1,64,35,79,76,91
1,-1,-1,61,44,51,49,44
1,2,1,53,60,73,74,68
1,1,2,67,87,51,100,2
1,2,1,53,91,16,78,4
1,2,1,50,50,50,50,50
1,-1,-1,100,0,40,42,26
2,2,2,100,100,100,100,100
1,1,2,15,5,8,8,10
1,1,1,100,59,88,89,98
1,-1,-1,93,28,45,56,57
1,2,1,69,100,94,91,87
2,-1,-1,94,100,84,34,50
2,1,1,44,74,19,62,17
1,-1,-1,74,78,71,70,44
2,-1,-1,100,95,98,100,100
1,2,2,100,91,95,98,66
1,2,2,61,80,95,71,76
2,-1,-1,4,3,65,29,7
1,2,1,51,51,50,50,51
1,-1,-1,88,59,98,89,87
1,2,2,98,72,97,96,79
1,-1,-1,55,20,96,4,52
1,2,1,48,7,92,56,32
2,1,2,57,49,100,48,46
2,-1,-1,72,82,75,74,53
1,1,2,54,32,80,51,52
1,1,2,89,50,51,51,50
2,-1,-1,87,87,85,87,88
2,2,1,61,74,76,72,100
1,-1,-1,40,4,54,28,19
1,2,1,100,50,100,100,100
1,1,1,99,75,53,13,88
1,2,1,53,53,98,51,55
1,-1,-1,79,50,50,46,35
2,2,1,60,67,59,59,60
1,2,1,60,60,60,69,60
1,2,1,99,50,100,99,98
1,-1,-1,52,52,51,53,50
2,1,2,96,64,48,34,76
1,1,1,100,2,24,13,98
1,1,2,70,59,66,43,59
1,-1,-1,95,97,96,95,96
1,2,1,50,50,50,50,50
1,-1,-1,100,50,100,21,50
1,-1,-1,72,65,74,70,61
2,2,2,60,80,90,90,10
1,-1,-1,100,71,100,100,100
2,2,2,56,61,100,50,51
1,-1,-1,50,50,91,51,31
1,-1,-1,89,53,89,84,88
1,-1,-1,97,47,0,47,61
1,2,2,33,80,100,87,59
2,-1,-1,53,40,59,50,34
1,-1,-1,78,77,25,97,94
1,-1,-1,96,95,94,88,90
1,-1,-1,62,64,61,62,66
1,2,1,73,73,72,72,65
2,-1,-1,50,50,50,50,49
1,2,1,90,88,86,87,50
2,1,2,55,50,50,50,5
2,-1,-1,100,100,100,100,50
2,2,2,87,84,95,98,4
1,2,1,85,85,88,84,79
1,-1,-1,55,79,81,81,83
1,2,1,51,50,51,50,46
1,-1,-1,47,53,38,49,50
1,2,2,53,57,55,53,22
2,2,2,66,96,64,69,62
1,-1,-1,88,98,85,57,97
1,2,1,50,51,48,52,47
1,-1,-1,100,55,100,100,100
1,2,1,86,61,89,88,83
1,-1,-1,59,100,50,60,0
1,2,2,49,6,99,98,79
1,2,2,99,100,100,100,97
1,-1,-1,95,95,94,94,96
1,-1,-1,99,57,100,88,99
1,-1,-1,59,60,65,64,50
1,2,1,50,50,50,51,50
1,-1,-1,79,100,94,34,60
1,2,1,100,60,100,100,100
1,-1,-1,100,99,99,100,99
2,-1,-1,50,50,50,49,6
1,-1,-1,51,100,57,51,8
1,-1,-1,89,35,50,50,53
1,-1,-1,72,79,69,63,39
1,-1,-1,81,82,81,83,81
1,-1,-1,50,50,60,46,2
1,-1,-1,70,45,58,68,56
1,-1,-1,72,46,88,86,52
1,-1,-1,99,54,84,88,100
2,-1,-1,85,78,76,84,49
1,1,2,97,100,100,98,50
1,1,1,87,78,83,99,91
1,-1,-1,100,85,99,100,100
1,-1,-1,100,61,78,95,92
1,-1,-1,50,50,50,50,50
1,2,1,100,25,100,100,100
1,-1,-1,84,84,81,81,85
1,-1,-1,99,99,90,99,84
2,-1,-1,84,65,84,84,3
1,2,1,40,55,45,52,45
1,-1,-1,95,95,95,95,95
1,2,1,50,53,75,63,55
1,-1,-1,50,50,54,50,49
1,-1,-1,72,69,62,52,50
1,-1,-1,50,51,50,50,50
1,2,2,74,64,100,74,70
2,-1,-1,38,50,51,30,49
1,2,1,76,75,75,72,63
1,-1,-1,75,72,86,71,55
1,-1,-1,61,98,57,36,30
1,-1,-1,80,86,90,84,98
1,2,2,69,75,65,80,66
2,-1,-1,48,50,35,67,21
1,-1,-1,100,59,94,87,100
1,-1,-1,51,51,51,50,50
2,-1,-1,11,19,13,24,19
1,1,2,48,75,53,53,49
1,-1,-1,72,74,74,52,48
1,-1,-1,52,49,53,51,50
1,-1,-1,66,66,59,70,61
1,-1,-1,34,34,34,34,34
2,-1,-1,74,80,65,83,48
1,1,2,100,99,91,89,94
1,-1,-1,86,41,84,87,78
1,-1,-1,100,72,82,77,91
1,2,1,72,63,63,62,62
1,-1,-1,63,50,59,59,57
2,-1,-1,100,99,90,82,30
1,2,2,99,31,90,91,64
2,1,2,20,100,1,43,1
1,2,1,49,49,51,51,51
2,1,2,3,29,4,7,4
1,-1,-1,50,50,50,50,50
1,-1,-1,0,0,0,4,0
2,-1,-1,57,69,50,82,50
1,-1,-1,51,53,51,35,51
1,-1,-1,100,100,100,100,100
1,-1,-1,97,89,99,99,98
1,2,2,80,8,94,59,74
1,2,1,50,50,44,38,44
2,-1,-1,71,48,49,54,51
1,2,2,95,93,97,97,94
1,-1,-1,50,50,50,50,50
1,2,1,69,73,58,73,72
1,2,1,84,74,74,92,66
1,-1,-1,60,45,57,55,62
2,-1,-1,50,49,49,49,2
1,-1,-1,98,50,50,51,50
2,-1,-1,79,28,56,39,55
1,-1,-1,86,75,80,89,59
1,2,1,84,96,84,78,69
1,2,2,100,0,100,100,100
1,2,1,35,75,38,75,41
1,-1,-1,58,52,53,49,50
1,-1,-1,97,98,98,98,98
1,-1,-1,81,85,100,92,86
1,-1,-1,50,50,53,52,52
2,2,1,63,63,64,62,64
1,1,2,43,69,21,61,40
1,-1,-1,99,1,99,100,93
1,2,2,87,36,100,94,86
1,2,1,83,87,83,82,10
1,-1,-1,50,50,50,49,25
1,2,1,50,58,47,72,57
1,-1,-1,85,9,87,71,87
1,-1,-1,46,86,100,94,54
1,-1,-1,9,51,72,53,50
2,-1,-1,69,93,94,100,79
1,2,1,46,63,56,51,59
1,2,2,50,50,50,50,50
2,2,2,87,83,86,83,59
1,-1,-1,71,91,86,54,51
2,-1,-1,79,70,80,50,49
1,2,1,52,56,69,50,31
2,-1,-1,20,33,96,53,68
1,1,2,65,46,93,71,25
2,-1,-1,41,70,67,72,62
1,2,2,19,2,34,6,19
1,2,1,67,89,68,92,57
1,1,2,83,50,50,70,68
1,-1,-1,79,84,79,91,85
1,2,1,5,90,13,34,0
1,-1,-1,57,59,51,89,50
2,2,2,52,53,47,47,46
1,2,1,70,70,85,90,70
1,2,2,61,56,9,66,5
2,-1,-1,24,50,19,62,60
1,-1,-1,52,48,48,50,50
1,-1,-1,53,100,90,83,31
2,-1,-1,43,45,44,56,53
1,-1,-1,100,100,99,100,100
1,1,1,97,88,80,85,81
2,2,1,91,89,72,97,53
1,2,1,70,85,86,76,71
1,2,1,55,45,55,55,60
1,-1,-1,72,75,76,75,73
2,-1,-1,75,74,46,88,74
1,1,2,89,89,100,88,89
1,-1,-1,69,89,99,47,43
1,2,1,99,84,87,94,81
1,-1,-1,100,100,98,100,100
1,-1,-1,75,85,80,95,75
1,-1,-1,98,43,59,60,81
1,1,2,80,85,88,80,51
1,2,2,100,99,0,1,0
1,2,2,90,87,88,86,90
1,2,2,53,51,53,53,54
2,-1,-1,72,70,61,70,50
2,-1,-1,69,37,100,80,68
1,-1,-1,90,77,88,82,91
2,-1,-1,50,51,51,50,50
1,2,2,75,75,75,75,75
2,2,1,62,97,82,96,3
1,2,2,77,60,70,70,55
1,-1,-1,86,71,71,71,70
2,-1,-1,80,62,75,78,72
1,-1,-1,14,15,47,23,37
1,-1,-1,100,98,85,82,84
1,-1,-1,35,65,39,45,5
1,1,1,95,80,53,62,97
1,2,2,72,72,72,74,76
1,-1,-1,90,71,95,90,85
2,2,1,57,53,56,50,50
1,2,1,55,55,55,65,55
1,-1,-1,100,88,95,93,94
1,2,1,45,50,46,50,31
1,-1,-1,98,99,100,94,98
2,-1,-1,85,95,85,87,0
2,-1,-1,96,89,75,86,82
1,-1,-1,50,53,36,37,37
1,1,1,55,41,47,52,57
1,-1,-1,52,45,38,56,67
1,-1,-1,0,0,0,0,1
1,2,2,99,99,98,98,99
1,1,1,94,94,96,99,96
1,2,1,89,44,86,86,84
2,2,2,59,88,79,60,39
2,-1,-1,50,100,100,99,66
2,-1,-1,53,66,64,57,0
1,2,2,97,60,91,67,79
1,2,2,90,75,71,59,60
1,2,1,71,84,86,73,51
1,-1,-1,0,50,100,70,50
1,2,2,65,62,60,40,44
2,2,2,95,95,95,95,10
1,1,2,99,3,81,50,44
1,-1,-1,30,54,64,52,54
2,2,1,30,56,49,75,51
1,2,2,84,79,99,87,11
1,1,2,50,50,85,50,50
1,2,2,90,50,50,50,50
1,-1,-1,81,53,49,39,51
1,2,2,90,90,90,90,90
1,2,1,90,89,89,90,89
2,1,1,92,98,98,100,2
1,2,1,85,88,86,85,85
1,2,2,78,94,63,69,57
1,-1,-1,100,100,100,100,100
1,2,1,87,86,83,78,78
1,2,1,85,41,83,9,2
2,2,1,12,100,6,16,39
2,2,2,49,89,40,20,40
2,2,1,50,50,50,50,50
1,2,1,53,51,51,52,52
2,2,1,88,85,88,88,64
1,1,2,98,100,99,98,45
1,-1,-1,91,33,77,80,48
1,-1,-1,46,50,50,51,50
2,-1,-1,71,88,44,49,0
1,1,1,67,62,63,56,50
1,-1,-1,100,100,99,98,100
1,2,2,65,38,75,62,67
2,-1,-1,99,99,87,86,35
1,-1,-1,50,50,50,51,50
1,2,1,62,50,59,68,41
1,-1,-1,91,75,90,95,91
1,2,1,85,70,100,85,70
1,1,2,42,61,93,40,18
1,-1,-1,72,90,75,73,63
1,-1,-1,66,59,59,65,50
1,-1,-1,78,77,39,38,29
2,-1,-1,60,29,47,42,27
1,2,2,50,68,58,58,6
1,-1,-1,64,53,45,93,52
1,2,1,50,63,53,60,50
1,-1,-1,46,93,33,38,11
1,-1,-1,70,100,59,100,0
1,-1,-1,74,75,69,84,73
2,1,2,80,83,78,92,97
1,1,1,100,52,50,50,50
1,-1,-1,100,79,100,100,100
1,2,1,71,71,71,71,71
1,-1,-1,99,99,98,89,86
1,-1,-1,47,42,59,47,51
1,-1,-1,50,50,50,50,51
2,1,2,51,53,72,53,51
1,-1,-1,53,50,49,58,52
2,2,1,67,63,89,59,29
1,-1,-1,90,86,99,87,55
1,-1,-1,45,59,50,72,40
2,-7,2,50,50,45,50,45
2,1,2,71,70,70,70,2
2,-1,-1,50,50,50,50,50
1,-1,-1,50,19,50,49,50
1,-1,-1,78,79,82,71,82
1,-1,-1,60,75,0,71,0
1,-1,-1,51,51,51,40,56
1,2,1,6,100,5,100,2
2,2,2,52,47,56,53,55
1,2,2,100,91,99,100,79
1,-1,-1,70,54,61,66,63
1,2,1,49,53,49,55,51
1,-1,-1,95,95,95,95,61
1,-1,-1,70,88,79,69,63
1,-1,-1,53,80,68,85,69
1,2,1,70,60,70,70,70
1,2,1,38,63,62,62,50
1,-1,-1,65,71,64,66,60
1,2,2,100,97,98,99,99
2,1,1,3,9,6,7,4
1,2,2,14,100,28,84,5
1,-1,-1,0,100,31,53,53
2,2,2,100,100,100,100,31
2,2,1,0,40,11,41,0
1,2,1,67,78,5,14,15
1,-1,-1,89,16,12,63,49
1,2,2,32,83,49,47,21
2,2,2,50,58,63,57,13
1,2,2,85,77,84,81,33
2,-1,-1,55,94,100,89,41
1,2,1,72,78,70,77,67
1,2,1,77,75,78,77,77
1,2,1,62,51,75,52,50
1,1,2,91,91,91,91,90
1,2,1,54,76,55,81,50
1,-1,-1,84,81,85,87,85
2,-1,-1,91,89,94,92,94
1,-1,-1,71,76,74,75,71
1,-1,-1,100,92,90,51,80
1,1,2,97,99,98,97,98
1,2,2,78,78,78,78,78
1,2,1,88,90,90,90,89
1,2,1,51,49,50,50,51
1,2,1,100,51,100,100,11
1,2,2,100,100,51,100,50
1,2,2,50,80,50,50,50
2,1,2,46,6,70,62,24
1,-1,-1,79,87,86,85,71
1,2,1,100,81,81,91,94
1,-1,-1,88,89,91,90,88
1,-1,-1,95,95,94,95,94
1,2,2,88,87,90,90,90
2,1,2,95,96,87,71,40
1,-1,-1,37,72,38,75,41
2,1,2,100,100,100,100,100
1,-1,-1,97,98,95,96,95
1,2,2,75,69,92,64,63
1,-1,-1,75,80,69,69,61
2,2,2,98,81,100,96,59
1,2,1,49,50,64,97,54
1,2,1,97,75,95,86,95
2,-1,-1,50,50,50,51,50
2,-1,-1,84,90,86,79,86
1,2,1,100,100,97,99,100
2,-1,-1,80,91,80,86,11
1,-1,-1,100,100,100,100,100
1,2,1,65,50,80,80,50
1,-1,-1,73,82,75,86,53
1,2,1,100,30,100,100,100
1,2,2,72,65,59,68,60
1,-1,-1,78,90,89,91,94
1,-1,-1,99,98,100,99,100
2,-1,-1,37,90,25,22,3
1,2,1,48,100,51,48,44
1,-1,-1,91,92,91,91,70
2,-1,-1,69,60,63,65,2
1,-1,-1,90,90,80,8,44
2,2,2,0,3,4,1,2
1,1,2,86,87,86,89,86
1,2,1,90,90,90,90,90
2,-1,-1,50,73,48,50,50
1,2,1,80,81,81,80,80
1,2,2,67,61,73,71,56
1,-1,-1,100,99,99,99,100
1,2,2,99,44,98,83,78
1,-1,-1,59,61,56,66,56
1,-1,-1,100,92,100,100,100
1,-1,-1,97,45,98,68,52
1,2,2,75,48,65,66,60
2,1,2,53,55,13,58,55
1,2,2,20,80,59,99,32
1,2,1,49,98,69,99,37
1,-1,-1,50,47,50,48,48
2,1,1,96,58,45,37,1
1,-1,-1,50,50,50,50,50
1,-1,-1,85,85,85,85,40
1,-1,-1,-7,-7,-7,-7,-7
1,-1,-1,59,59,59,59,59
1,-1,-1,94,100,95,97,86
1,-1,-1,50,50,51,50,50
1,-1,-1,0,100,0,1,0
1,2,1,72,81,78,69,77
2,-1,-1,84,100,55,61,40
2,1,2,52,47,56,53,50
2,2,2,80,80,80,80,50
1,2,1,54,53,53,48,23
1,-1,-1,28,50,71,34,39
1,-1,-1,71,74,75,68,79
1,-1,-1,70,90,60,70,41
1,-1,-1,19,95,31,25,30
1,-1,-1,100,100,100,100,6
1,2,1,83,85,84,83,56
2,2,1,100,100,100,100,100
1,2,1,95,96,98,98,45
1,-1,-1,100,92,100,100,95
1,-1,-1,35,50,41,86,31
2,-1,-1,80,91,84,80,20
1,-1,-1,48,70,48,49,28
1,-1,-1,74,52,52,52,22
2,1,1,100,10,33,28,25
1,-1,-1,50,100,2,4,1
1,-1,-1,94,25,97,87,94
1,-1,-1,86,67,77,81,52
2,2,1,99,63,15,21,50
1,-1,-1,80,80,80,80,80
1,2,1,100,100,100,100,100
1,-1,-1,40,87,95,56,55
1,2,2,100,100,100,100,9
1,-1,-1,51,50,50,50,45
1,-1,-1,76,71,71,71,71
1,2,2,71,69,46,62,56
1,2,1,97,96,96,97,80
1,2,1,51,63,51,51,51
1,-1,-1,65,56,89,87,56
2,2,2,91,91,62,62,31
2,1,2,99,100,99,99,43
1,-1,-1,86,80,83,82,89
1,-1,-1,77,97,64,87,65
1,-1,-1,100,90,100,100,100
1,2,2,99,29,100,100,100
1,1,2,1,100,50,51,4
1,-1,-1,95,93,95,95,95
2,-1,-1,100,87,89,98,100
1,-1,-1,50,50,50,50,50
2,1,2,90,38,50,52,47
1,-7,2,95,70,100,98,93
1,-1,-1,36,50,45,55,10
1,1,2,94,31,70,50,61
1,-1,-1,100,100,99,100,98
1,2,1,100,100,100,100,100
1,2,1,63,0,57,31,66
1,-1,-1,84,82,68,51,51
1,2,1,66,66,63,66,61
1,2,1,70,69,90,89,59
1,-1,-1,49,-7,69,88,2
1,2,1,94,96,94,95,67
1,2,2,54,32,75,61,38
2,2,2,62,62,62,61,63
2,-1,-1,99,98,97,29,4
1,2,2,58,96,44,44,29
2,-1,-1,54,50,51,48,37
1,2,1,94,97,97,98,97
2,2,1,50,50,51,50,51
1,-1,-1,92,93,89,86,82
1,2,2,100,61,61,44,41
2,1,2,49,98,50,51,50
2,-1,-1,6,20,38,9,13
2,2,2,95,100,52,53,100
2,1,2,20,70,6,42,0
2,-1,-1,70,76,70,70,5
1,2,1,85,1,85,85,85
1,-1,-1,98,88,60,39,78
1,-1,-1,50,50,50,100,50
1,-1,-1,70,70,59,70,50
1,2,1,16,99,34,36,28
1,2,1,100,83,99,99,99
2,-1,-1,43,56,39,38,37
1,-1,-1,100,98,99,99,96
1,-1,-1,3,61,3,99,3
1,2,2,44,20,100,69,51
1,-1,-1,51,51,51,50,51
1,-1,-1,46,85,41,70,21
1,-1,-1,50,50,50,50,50
1,-1,-1,98,58,98,95,98
2,2,1,99,97,98,99,99
1,2,2,53,83,53,50,40
1,2,1,100,86,100,93,86
1,-1,-1,50,56,58,53,51
1,-1,-1,72,67,70,70,68
1,2,2,86,100,65,87,69
1,2,1,93,88,100,75,54
1,1,1,21,79,33,89,48
1,2,2,100,80,100,99,99
1,-1,-1,50,50,50,50,50
2,1,1,5,100,51,3,1
1,-1,-1,100,50,100,81,98
1,1,2,57,53,54,56,53
1,2,1,74,57,71,78,69
1,-1,-1,40,43,40,31,31
2,-1,-1,82,87,80,87,86
2,-1,-1,41,69,40,51,1
1,-1,-1,60,56,59,49,55
1,2,2,41,46,44,41,28
1,-1,-1,59,50,50,58,53
1,2,1,91,93,90,91,91
2,-1,-1,50,50,50,50,0
1,2,1,80,80,80,80,80
1,-1,-1,100,70,100,100,100
1,2,2,42,52,50,100,21
1,2,1,89,99,88,89,50
1,-1,-1,66,50,64,69,61
1,-1,-1,72,69,69,71,69
1,2,2,97,90,90,91,90
1,1,2,56,100,62,92,49
2,2,2,20,5,14,49,18
1,2,2,27,36,36,22,27
2,-1,-1,50,51,96,50,0
1,2,2,99,94,79,69,54
1,2,1,100,100,100,100,85
1,2,1,3,100,5,2,2
1,-1,-1,69,99,72,68,0
1,-1,-1,60,49,50,50,60
1,2,1,51,50,45,51,51
1,2,2,90,80,71,70,71
1,-1,-1,86,75,91,98,84
1,2,1,83,89,75,71,75
1,-1,-1,96,80,91,100,96
1,-1,-1,86,73,83,81,85
2,-1,-1,100,100,100,100,50
1,-1,-1,94,89,100,88,80
1,-1,-1,70,81,34,51,2
1,2,2,52,67,51,52,0
2,-1,-1,34,41,12,36,38
1,-1,-1,96,95,95,94,60
1,-1,-1,96,53,56,59,50
2,2,1,62,70,71,36,2
1,2,2,81,74,74,72,72
2,-1,-1,62,69,49,53,10
1,-1,-1,100,12,51,41,72
2,-7,1,51,51,50,50,50
1,-1,-1,60,55,53,60,50
1,2,2,86,75,85,74,78
1,-1,-1,50,50,50,50,50
1,-1,-1,91,90,95,91,90
1,1,2,100,92,99,99,99
2,-1,-1,88,79,97,82,71
1,-1,-1,99,72,86,86,68
1,2,1,75,72,83,70,71
1,-1,-1,50,50,50,50,50
1,-1,-1,83,70,45,30,3
1,2,1,50,50,50,50,50
2,2,1,100,100,100,100,92
1,2,1,61,59,85,70,56
1,2,2,74,85,86,83,84
2,2,2,59,69,70,72,51
1,-1,-1,73,98,0,88,0
1,2,1,51,53,41,50,52
1,-1,-1,50,50,50,50,21
1,1,2,72,70,72,70,1
1,2,2,69,59,50,46,39
1,2,1,75,74,75,74,72
1,2,2,49,45,48,53,48
1,2,1,99,71,100,91,88
1,2,2,65,82,32,45,7
1,-1,-1,81,100,71,66,65
1,2,1,30,51,71,94,47
1,2,2,46,50,51,91,40
1,2,2,75,96,84,74,52
1,-1,-1,80,80,86,79,85
2,2,1,81,91,72,91,2
1,-1,-1,50,59,54,59,19
1,-1,-1,71,70,70,70,71
1,2,2,50,50,50,50,50
2,2,1,93,88,94,87,72
1,-1,-1,77,74,84,78,76
1,-1,-1,94,94,96,94,65
1,-1,-1,100,1,100,96,100
2,-1,-1,82,89,79,84,49
2,-1,-1,70,69,78,88,36
2,-1,-1,90,90,90,90,1
1,-1,-1,53,75,75,51,55
1,2,1,70,74,76,90,10
2,2,2,93,93,90,91,1
2,-1,-1,60,95,76,96,1
1,-1,-1,99,97,100,53,60
1,2,2,50,51,49,40,41
1,2,1,50,50,50,50,50
1,-1,-1,96,11,96,96,81
1,-1,-1,5,53,28,43,11
2,2,1,59,100,75,85,0
1,2,1,69,66,67,71,67
1,-1,-1,51,51,51,81,46
2,-1,-1,16,90,60,91,0
1,-1,-1,81,81,84,84,70
1,-1,-1,51,59,43,52,44
1,-1,-1,81,88,88,86,69
1,-1,-1,98,34,96,27,98
2,-1,-1,94,74,43,56,97
1,-1,-1,50,51,50,50,50
1,2,1,97,97,97,95,96
1,-1,-1,48,69,49,50,13
2,-1,-1,50,50,50,52,47
1,2,2,51,84,85,84,50
1,2,1,100,100,100,100,100
1,2,1,87,91,91,77,60
1,-1,-1,50,50,50,50,50
1,2,2,93,96,100,100,98
2,-1,-1,88,99,59,81,0
1,2,2,30,63,88,34,34
1,2,2,77,72,78,66,74
1,2,1,87,89,88,87,29
1,2,1,70,72,72,69,49
1,2,2,82,70,97,97,50
1,2,1,50,50,50,51,50
1,2,2,97,97,73,84,69
1,-1,-1,59,85,65,83,20
1,-1,-1,51,68,62,50,32
1,-1,-1,50,50,50,50,50
2,-1,-1,89,91,88,89,59
1,2,2,60,59,60,69,37
2,2,1,96,95,94,94,50
1,2,1,50,60,50,90,5
1,-1,-1,50,62,50,61,41
1,-1,-1,72,55,70,72,72
2,2,1,81,100,81,99,49
2,-1,-1,90,90,90,90,10
2,2,1,50,50,50,50,1
1,-1,-1,92,73,90,92,78
1,-1,-1,91,90,91,90,91
1,-1,-1,97,76,79,73,78
1,2,2,59,70,89,61,79
1,-1,-1,60,69,51,50,50
1,-1,-1,53,58,59,57,59
1,2,1,100,100,100,100,100
1,2,1,94,95,94,91,88
2,1,1,60,69,69,79,4
1,2,2,61,60,54,39,57
1,2,1,50,50,50,50,50
1,2,1,61,60,52,61,51
1,-1,-1,51,55,61,48,48
1,-1,-1,50,50,50,50,40
2,1,1,100,100,100,100,0
1,-1,-1,60,61,61,72,46
1,2,2,41,71,40,41,16
1,-1,-1,97,66,84,94,90
1,2,1,78,66,70,85,75
1,-1,-1,41,82,31,51,19
1,2,1,50,50,50,50,50
1,2,1,94,94,94,95,61
1,-1,-1,69,69,69,69,69
1,2,1,50,60,46,56,45
1,-1,-1,27,81,51,50,0
1,2,1,99,99,100,100,45
2,-1,-1,50,51,50,51,50
1,-1,-1,90,100,90,90,40
1,2,1,36,75,40,70,15
1,-1,-1,94,94,94,95,21
1,-1,-1,45,56,53,69,11
2,-1,-1,88,100,100,100,60
1,-1,-1,100,65,50,52,50
1,1,1,100,0,100,100,99
